macrepo	typeOfResource_Text	note_Text	identifier_Text	Attributes_xmlns	Attributes_xmlns_colon_mods	Attributes_xmlns_colon_xlink	Attributes_xmlns_colon_xsi	titleInfo_title_Text	originInfo_dateCreated_Text	originInfo_dateOther_Text	language_languageTerm_Text	physicalDescription_form_Text	physicalDescription_extent_Text	physicalDescription_note_Text	subject_geographic_Text	identifier_Attributes_type	subject_geographic_2_Text	originInfo_place_placeTerm_Text	language_languageTerm_Attributes_authority	language_languageTerm_Attributes_type	physicalDescription_form_Attributes_authority	subject_hierarchicalGeographic_continent_Text	subject_hierarchicalGeographic_country_Text	subject_hierarchicalGeographic_province_Text	subject_hierarchicalGeographic_region_Text	subject_hierarchicalGeographic_county_Text	subject_hierarchicalGeographic_city_Text	subject_hierarchicalGeographic_citySection_Text	subject_hierarchicalGeographic_area_Text	originInfo_place_placeTerm_Attributes_type	name_namePart_Text	name_Attributes_type	originInfo_publisher_Text	originInfo_place_2_placeTerm_Text	originInfo_place_placeTerm_Attributes_authority	originInfo_place_2_placeTerm_Attributes_type	titleInfo_subTitle_Text	name_role_roleTerm_Text	name_role_roleTerm_Attributes_authority	name_role_roleTerm_Attributes_type	genre_Text	abstract_Text	genre_Attributes_authority	subject_topic_Text	subject_temporal_Text	subject_cartographics_coordinates_Text		subject_geographic_3_Text			name_2_namePart_Text	name_2_Attributes_type	name_2_role_roleTerm_Text	name_2_role_roleTerm_Attributes_authority	name_2_role_roleTerm_Attributes_type						language_Text		originInfo_place_Text	language_2_languageTerm_Text	originInfo_place_2_Text	language_2_languageTerm_Attributes_authority	language_2_languageTerm_Attributes_type	originInfo_place_3_placeTerm_Text	originInfo_place_3_placeTerm_Attributes_type						originInfo_place_4_placeTerm_Text	originInfo_place_3_placeTerm_Attributes_authority	originInfo_place_4_placeTerm_Attributes_type	citation	thumbnail_link	archive_link
75478	cartographic	"Manuscript map.  ""By Thos. A. Blyth PLS"".  Shows York Street [now York Boulevard], Locomotive Street [now Ray Street], and 25 numbered lots with measurements. ""No 34 Drawer 6"" is handwritten at the bottom of the sheet."	RMC_7715	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of subdivision of park lot number 3, York Street as laid out for Sir A.N. MacNab Bart."	1836	[between 1836 and 1899?]	eng	map	Scale not given	1 map ; 51 x 28 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton			text	"Blyth, Thomas Allen"	personal	[Publisher unknown]																																													"Blyth, Thomas Allen. Plan of subdivision of park lot number 3, York Street as laid out for Sir A.N. MacNab Bart.. Scale not given. [Hamilton, Ont.]: [Publisher unknown], [between 1836 and 1899?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75478/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75478
75479	cartographic	"Manuscript map.  Cartographer unknown.  Lacking north arrow; north is oriented to the left. Map is bounded by Wentworth Street in the west, Vulcan Street [non-existent today] in the east, Ship Street in the north, and the Great Western Railway along branches of the Sherman Inlet in the south. Also appearing on the map from east to west are McKinstrey Street, Dickson Street [both shorter streets today], Hillyard Street and Macnab Street [now Niagara Street]. From north to south are Land Street, Gilkison Street [now Burlington Street], Blyth Street [now Brant Street] and Munro Street [now spelled Munroe Street]. The Great Western Railway has lines drawn in red ink on either side of its full extent. There are also lines in red ink within some branches of the Sherman Inlet with coordinates noted alongside them. The map shows over 200 numbered lots. A circled ""F"" appears near the upper right corner.  McMaster has a manuscript map covering the same area with supplied title, ""[Map of Hamilton, east of Wentworth Street to the Sherman Inlet]"" (see RMC_7725)."	RMC_7718	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of survey of lots adjoining the City of Hamilton, the property of J.T. Gilkison Esq"	1850	[between 1850 and 1880?]	eng	map	Scale not given	1 map ; sheet 54 x 92 cm. Map lined with archival paper on verso. Tear extends along the middle of the sheet.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. Plan of survey of lots adjoining the City of Hamilton, the property of J.T. Gilkison Esq. Scale not given. [Hamilton, Ont.]: [Publisher unknown], [between 1850 and 1880?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75479/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75479
75518	cartographic	"Manuscript map.  Title is written in pencil near the sheet's lower edge and is barely legible. Map shows Guelph Road [now Old Guelph Road] surrounded by 25 numbered lots, and extending south to the ""main road to Toronto"" [now Highway 403]. The map also shows the Desjardins Canal, Waterdown Creek and ravines in the area. ""No 64 Drawer 1"" is handwritten along the lower left edge of the sheet. ""Peter Carol"" is handwritten on verso. According to the Dictionary of Hamilton Biography, Peter Carroll (spelled with two r's and two l's) was a surveyor and businessman who ""in the early 1840s settled on forty acres of the northwest corner of Burlington Bay in East Flamborough.  The area came to be known as Carroll's Point, while the property was named 'Rock Bay' after early settler and tavern keeper Peter Rock"" (vol. 1, p. 42)."	RMC_7714	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of park lots adjacent [to Guelph Road, containing the property of Peter Carol esq.]"	1840	[between 1840 and 1880?]	eng	map	Scale not given	1 map ; sheet 63 x 48 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton	Flamborough		text	"Carroll, Peter, 1806-1876"	personal	[Publisher unknown]																																													"Carroll, Peter, 1806-1876. Plan of park lots adjacent [to Guelph Road, containing the property of Peter Carol esq.]. Scale not given. [Hamilton, Ont.]: [Publisher unknown], [between 1840 and 1880?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75518/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75518
75526	cartographic	"Manuscript map. Cartographer unknown.  Lacking north arrow; north is oriented to the left. Map is bounded by Wentworth Street in the west, Richie Street [non-existent today] in the east, Ship Street in the north, and the Great Western Railway along branches of the Sherman Inlet in the south. Also appearing on the map from east to west are McKinstrey Street, Dickson Street [both shorter streets today], Hillyard Street, and [illegible street name which is now Niagara Street]. From north to south are Land Street, Gilkison Street [now Burlington Street], Blyth Street [now Brant Street] and Munro Street [now spelled Munroe Street]. Lightly penciled and barely legible on the right side of the map are the properties of J.M. Williams, the Land family and others. A detailed orchard is shown around Land Street. The Sherman Inlet frames much of the map in blue and a couple of its branches have coordinates noted within it. A circled ""F"" appears in the upper left corner. McMaster has another map which covers the same area entitled, ""Plan of survey of lots adjoining the City of Hamilton, the property of J.T. Gilkison Esq"" (see RMC_7718)."	RMC_7725	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"[Map of Hamilton, east of Wentworth Street to the Sherman Inlet]"	1850	[between 1850 and 1880?]	eng	map	Scale not given	"1 map : colour ; sheet 59 x 92 cm. Hand coloured. Map lined with archival paper on verso. Map is worn along edges. Map is largely done in pencil, making some notes and street names difficult to read."	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. [Map of Hamilton, east of Wentworth Street to the Sherman Inlet]. Scale not given. Hamilton, Ont.: [Publisher unknown], [between 1850 and 1880?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75526/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75526
75528	cartographic	"Manuscript map.  Cartographer unknown.  Map is bounded by Sydenham Street in the west and York Street in the east and extends south from the G.W. Railway [Great Western Railway] to Alma Street, Victoria Street, Melville Street, and Park Street.  Some streets north of Alma are not labeled.  A line extending across the map captures a tributary to the Desjardins Canal. The map show 185 numbered lots.  ""170"" is circled in the bottom right corner."	RMC_7736	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"[Map of Dundas, east of Sydenham Street]"	1850	[Between 1850 and 1880?]	eng	map	Scale not given	1 map ; 79 x 71 cm. Map lined with archival paper on verso.	Dundas (Ont.)	local	Hamilton (Ont.)	"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton	Dundas		text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. [Map of Dundas, east of Sydenham Street]. Scale not given. [Hamilton, Ont.]: [Publisher unknown], [Between 1850 and 1880?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75528/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75528
75529	cartographic	"Manuscript map.  Cartographer unknown.  ""Scale 20 Feet = 1 Inch"". Shows Cherry Street [now Ferguson Avenue], Hannah Street [now Charlton Avenue], and 7 numbered lots. The north arrow is pointing down and to the left.  ""No 73 Drawer 6"" is handwritten in the top left corner. ""171"" is circled in the bottom left corner."	RMC_7734	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Plan of survey of subdivision of lots 3 & 4 on Hannah and Cherry Streets known as the Brick Yard Track in Springers Survey	1800	[between 1800-1860?]	eng	map	[1:240]	1 map ; sheet 34 x 44 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. Plan of survey of subdivision of lots 3 & 4 on Hannah and Cherry Streets known as the Brick Yard Track in Springers Survey. [1:240]. [Hamilton, Ont.]: [Publisher unknown], [between 1800-1860?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75529/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75529
75531	cartographic	"Manuscript map.  ""T.A. Blyth P.L.S. July [1860 or 1869]"" --date is difficult to transcribe with certainty. Scale ""20 ft = one Inch"".  Shows entrance to Crystal Palace at intersection between Railway Street [now Locke Street] and Main Street [likely King Street], as well as 20 numbered lots north of ""Main Street"".   According to an article entitled, ""Vanished Hamilton: A litany of loss"", in the Hamilton Spectator (Feb. 17, 2013), ""the cornerstone of the Crystal Palace was laid in 1860, in preparation for Hamilton to play host to the Provincial Exhibition (which evolved into the Canadian National Exhibition (CNE)). The building was key to the development of the city's west end.... In 1891, the Crystal Palace and its building were auctioned off to the public."" ""32"" is handwritten in pencil near the top of the sheet."	RMC_7729	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Entrance to Crystal Place Grounds	1860-07	[1860 or 1869?]	eng	map	[1:240]	1 map ; 44 x 27 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario			Hamilton			text	"Blyth, Thomas Allen"	personal	[Publisher unknown]																																													"Blyth, Thomas Allen. Entrance to Crystal Place Grounds. [1:240]. [Hamilton, Ont.]: [Publisher unknown], [1860 or 1869?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75531/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75531
75731	cartographic	"Manuscript map.  ""Thos. A. Blyth, Janry 12th 1854"".  Covers area east of the city limits at this time [currently Wentworth Street] and extends east to Burlington Street [currently Sanford Avenue South] and is bounded north to south by King and Main Streets with an ""Avenue"" in the middle which is currently named, Aikman Avenue. Map shows 49 numbered lots within these boundaries.  According to the Dictionary of Hamilton Biography  (v. 1, p. 9), Michael Aikman is the son of settler John Aikman (1764-1841) and, following his father's death, he inherited the family property which now bears the family name.  ""No 46 Drawer No 2"" is handwritten in upper right corner.  Handwritten on verso, ""Michael Aikman [illegible word]""."	RMC_7730	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"A true copy of survey of lots in the Township of Barton and adjacent to the City of Hamil[ton], the property of Michael Aikman"	1854-01-12	1854	eng	map	Scale not given	1 map ; sheet 21 x 41 cm. Map lined with archival paper on verso.  Some tears along edges.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton			text	"Blyth, Thomas Allen"	personal	[Publisher unknown]																																													"Blyth, Thomas Allen. A true copy of survey of lots in the Township of Barton and adjacent to the City of Hamil[ton], the property of Michael Aikman. Scale not given. [Hamilton, Ont.]: [Publisher unknown], 1854."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75731/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75731
75802	cartographic	"Manuscript map.  Cartographer unknown.  Map shows Wellington Street in the west, extending to Victoria Street in the east, and north and south of ""Arma"" or ""Anna"" Street [difficult to transcribe with certainty].  According to the J.W. Tyrell map, City of Hamilton (1921), John H. Cameron's properties are located around Barton Street extending east from Wellington to Emerald Street.  Handwritten near the  sheet's upper edge, ""No 13 Drawer 6"".  ""172"" is circled in the bottom left corner."	RMC_7727	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Subdivision of park lots 3, 4, 9 & 10 in the Honble. J. H. Cameron's Survey, City of Hamilton"	1845	[between 1845 and 1860?]	eng	map	Scale not given.	1 map ; sheet 22 x 41 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton			text	[Author unknown]		[Publisher unknown]																																													"[Author unknown]. Subdivision of park lots 3, 4, 9 & 10 in the Honble. J. H. Cameron's Survey, City of Hamilton. Scale not given.. [Hamilton, Ont.]: [Publisher unknown], [between 1845 and 1860?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75802/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A75802
76547	cartographic	"Manuscript map.  ""J. D. McKay & Co."" faintly handwritten near lower edge. Scale ""50 ft = 1 inch"".  North arrow is oriented down.  Streets appearing on map are Main Street and Railway Street [now Locke Street], alongside 6 numbered lots.  ""No 41"" is handwritten in the top left corner."	RMC_7728	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Sketch of subdivision of lots nos. 3, 4 & 6 corner of Main and Railway Streets in the late James Milles' [Mills] survey"	1850	[between 1850 and 1870?]	eng	map	[1:600]	1 map ; sheet 27 x 33 cm. Map lined with archival paper on verso.  Large tear extending vertically near the right edge.	Hamilton (Ont.)	local		"[Hamilton, Ont.]"	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton			text	J. D. McKay & Co.	corporate	[Publisher unknown]																																													"J. D. McKay & Co.. Sketch of subdivision of lots nos. 3, 4 & 6 corner of Main and Railway Streets in the late James Milles' [Mills] survey. [1:600]. [Hamilton, Ont.]: [Publisher unknown], [between 1850 and 1870?]."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76547/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76547
76548	cartographic	"Manuscript map.  Signed, ""Thos A Blyth, Hamilton, March 29th, 1845"".  ""Scale 5c [chains] to an inch"".  The north arrow is oriented down.  Certification statement from Blyth states, ""I hereby certify that this is the original plan of survey made by me for the late William Kirkendall of a portion of the front part of lot no 12 in the 4th Con of Barton in the 29 March AD 1845 valid this 7th day of Sept 1871"". Lot 12 in the 4th Concession is likely south of Concession Street, between Upper Wellington and Upper Wentworth Streets.  Handwritten in upper left corner, ""No. 68 Drawer No 1"".  Title, 1871 date and Blyth's initials handwritten on verso."	RMC_7733	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Sketch of the survey of 5 lots containing 5 acres each with the exception of no 5 which contains 4 a. [illegible details]	1871	1871	eng	map	"[1:3,960 approximately]"	1 map ; sheet 22 x 41 cm.  Map lined with archival paper on verso.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton		4th Concession	text	"Blyth, Thomas Allen"	personal	[Publisher unknown]				being a part of the northerly half of lot no 12 in the 4th Concession of the Township of Barton																																									"Blyth, Thomas Allen. Sketch of the survey of 5 lots containing 5 acres each with the exception of no 5 which contains 4 a. [illegible details]. [1:3,960 approximately]. Hamilton, Ont.: [Publisher unknown], 1871."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76548/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A76548
